	3		14	94	0	0	0	0	0	0	0	3600		-1		50
	3		14	95	0	0	0	0	0	0	0	3600		-1		50
	3		14	96	0	0	0	0	0	0	0	3600		-1		50
	3		14	97	0	0	0	0	0	0	0	3600		-1		50
	3		14	98	0	0	0	0	0	0	0	3600		-1		50


end

2  // -- [] Category Weapons
//==============================================================================================================================================||
// 	SGroup		Type	Index	Level	Skill	Luck	Option	OptExc	OptAnc	ItemDur	ItemTime	DiscountGrup	Price		||
//==============================================================================================================================================||
end

3  // -- [] Category Bows
//==============================================================================================================================================||
// 	SGroup		Type	Index	Level	Skill	Luck	Option	OptExc	OptAnc	ItemDur	ItemTime	DiscountGrup	Price		||
//==============================================================================================================================================||	
end

4  // -- [] Category Staffs
//==============================================================================================================================================||
// 	SGroup		Type	Index	Level	Skill	Luck	Option	OptExc	OptAnc	ItemDur	ItemTime	DiscountGrup	Price		||
//==============================================================================================================================================||	
end

5  // -- [] Category Shields
//==============================================================================================================================================||
// 	SGroup		Type	Index	Level	Skill	Luck	Option	OptExc	OptAnc	ItemDur	ItemTime	DiscountGrup	Price		||
//==============================================================================================================================================||
end

6  // -- [] Category Helms
//==============================================================================================================================================||
// 	SGroup		Type	Index	Level	Skill	Luck	Option	OptExc	OptAnc	ItemDur	ItemTime	DiscountGrup	Price		||
//==============================================================================================================================================||	
end

7  // -- [] Category Armors
//==============================================================================================================================================||
// 	SGroup		Type	Index	Level	Skill	Luck	Option	OptExc	OptAnc	ItemDur	ItemTime	DiscountGrup	Price		||
//==============================================================================================================================================||	
end

8  // -- [] Category Pants
//==============================================================================================================================================||
// 	SGroup		Type	Index	Level	Skill	Luck	Option	OptExc	OptAnc	ItemDur	ItemTime	DiscountGrup	Price		||
//==============================================================================================================================================||	
end

9  // -- [] Category Gloves
//==============================================================================================================================================||
// 	SGroup		Type	Index	Level	Skill	Luck	Option	OptExc	OptAnc	ItemDur	ItemTime	DiscountGrup	Price		||
//==============================================================================================================================================||	
end

10  // -- [] Category Boots
//==============================================================================================================================================||
// 	SGroup		Type	Index	Level	Skill	Luck	Option	OptExc	OptAnc	ItemDur	ItemTime	DiscountGrup	Price		||
//==============================================================================================================================================||	
end

11  // -- [] Category Wings
//==============================================================================================================================================||
// 	SGroup		Type	Index	Level	Skill	Luck	Option	OptExc	OptAnc	ItemDur	ItemTime	DiscountGrup	Price		||
//==============================================================================================================================================||
end

12  // -- [] Category Acessory
//==============================================================================================================================================||
// 	SGroup		Type	Index	Level	Skill	Luck	Option	OptExc	OptAnc	ItemDur	ItemTime	DiscountGrup	Price		||
//==============================================================================================================================================||
//rings
	1		13	8	13	0	2	7	63	1	0	0		-1		350 
	1		13	9	13	0	1	7	63	1	0	0		-1		350 
	1		13	21	13	0	1	7	63	1	0	0		-1		350 
	1		13	22	13	0	1	7	63	1	0	0		-1		350 
	1		13	23	13	0	1	7	63	1	0	0		-1		350 
	1		13	24	13	0	1	7	63	1	0	0		-1		350 
//pendants
	1		13	12	13	0	1	7	63	2	0	0		-1		350 
	1		13	13	13	0	1	7	63	2	0	0		-1		350 
	1		13	25	13	0	1	7	63	2	0	0		-1		350 
	1		13	26	13	0	1	7	63	2	0	0		-1		350 
	1		13	27	13	0	1	7	63	2	0	0		-1		350 
	1		13	28	13	0	1	7	63	2	0	0		-1		350 
end

13  // -- [] Category Ancient
//==============================================================================================================================================||
// 	SGroup		Type	Index	Level	Skill	Luck	Option	OptExc	OptAnc	ItemDur	ItemTime	DiscountGrup	Price		||
//==============================================================================================================================================||	
end
